title,RAM,storage,color,model_no,deal_price,org_price,discount,rating,no_of_ratings,battery,processor_brand,os,processor_core,camera,warranty
"Apple iPhone 16 (Ultramarine, 256 GB)",N/A,256 GB,Ultramarine,MYEH3HN/A,79999,89900,11% off,4.6,"7,249 Ratings & 344 Reviews",N/A,Apple,iOS 18,Hexa Core,48MP + 12MP,1 Year
"IQOO Z9X (Tornado Green, 128 GB)  (8 GB RAM)",8 GB,128 GB,Tornado Green,I2219,15999,19999,20% off,4.3,"1,638 Ratings & 57 Reviews",6000 mAh,Snapdragon,Android Q Funtouch OS 14 based on Android 14,Octa Core,50MP Rear Camera,1 Year
"Apple 16 Plus (Ultramarine, 128 GB)",N/A,128 GB,Ultramarine,MXVX3HN/A,79999,89900,11% off,4.6,915 Ratings & 50 Reviews,N/A,Apple,iOS 18,Hexa Core,48MP + 12MP,1 Year
"Motorola g64 5G (Berry Red, 256 GB)  (12 GB RAM)",12 GB,256 GB,Berry Red,PB2E0009IN,14999,19999,25% off,4.2,"74,426 Ratings & 4,807 Reviews",6000 mAh,Mediatek,Android 14,Octa Core,50MP (OIS) + 8MP,1 Year
itel 5330 | 2.8 inch Big Display | 1900 mAh Battery | Kingvoice  (Black),32 MB,32 MB,Black,it5361,1255,1799,30% off,4.1,"3,657 Ratings & 214 Reviews",1900 mAh,Unisoc,N/A,Single Core,0.8MP + 0MP,13 Months
"Apple iPhone 16 (Ultramarine, 128 GB)",N/A,128 GB,Ultramarine,MYEC3HN/A,69999,79900,12% off,4.6,"7,249 Ratings & 344 Reviews",N/A,Apple,iOS 18,Hexa Core,48MP + 12MP,1 Year
"realme P1 5G (Phoenix Red, 128 GB)  (6 GB RAM)",6 GB,128 GB,Phoenix Red,RMX3870,13999,20999,33% off,4.4,"97,553 Ratings & 5,725 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,50MP + 2MP,1 Year
Kechaoda K115  (Green),32 MB,32 MB,Green,K115,994,1499,33% off,4.1,"39,328 Ratings & 2,593 Reviews",850 mAh,NA,N/A,N/A,0.3MP + 0MP,6 Months
Kechaoda K115  (Yellow),32 MB,32 MB,Yellow,K115,997,1499,33% off,4.1,"39,328 Ratings & 2,593 Reviews",850 mAh,NA,SYMBIAN 9.3,N/A,0.3MP + 0MP,6 Months
"REDMI 13 5G (Orchid Pink, 128 GB)  (8 GB RAM)",8 GB,128 GB,Orchid Pink,2406ERN9CI,13834,19999,30% off,4.3,"6,782 Ratings & 392 Reviews",5030 mAh,Snapdragon,Android Android 14,Octa Core,108MP Rear Camera,1 Year
"Motorola g45 5G (Brilliant Blue, 128 GB)  (4 GB RAM)",4 GB,128 GB,Brilliant Blue,PB3W0014IN|PB3W0004IN,9999,12999,23% off,4.3,"33,610 Ratings & 2,168 Reviews",5000 mAh,Snapdragon,Android 14,Octa Core,50MP + 2MP,1 Year
"realme C61 (Safari Green, 128 GB)  (6 GB RAM)",6 GB,128 GB,Safari Green,RMX3933,8199,10999,25% off,4.4,"12,816 Ratings & 459 Reviews",5000 mAh,Unisoc,Android 14,Octa Core,32MP Rear Camera,1 Year
"Google Pixel 8a (Porcelain, 128 GB)  (8 GB RAM)",8 GB,128 GB,Porcelain,GA04988-IN,37999,52999,28% off,4.3,"4,010 Ratings & 355 Reviews",4404 mAh,Google,Android 14,N/A,64MP + 13MP,1 Year
"SAMSUNG S24 FE 5G (Mint, 256 GB)  (8 GB RAM)",8 GB,256 GB,Mint,SM-S721B,47999,65999,27% off,4.5,354 Ratings & 34 Reviews,4700 mAh,Exynos,Android 14,Deca Core,50MP + 12MP,1 Year
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Feather Pink, 128 GB)  (6 GB RAM)",6 GB,128 GB,Feather Pink,CPH2667,12999,16999,23% off,4.5,"1,52,955 Ratings & 5,498 Reviews",5100 mAh,Mediatek,Android 14,Octa Core,32MP + 2MP,1 Year
"Google Pixel 8a (Aloe, 128 GB)  (8 GB RAM)",8 GB,128 GB,Aloe,GA05595-IN,37999,52999,28% off,4.3,"4,010 Ratings & 355 Reviews",4404 mAh,Google,Android 14,N/A,64MP + 13MP,1 Year
Kechaoda K115  (Rose Gold),32 MB,32 MB,Rose Gold,K115,998,1499,33% off,4.1,"39,328 Ratings & 2,593 Reviews",850 mAh,NA,N/A,N/A,0.3MP Rear Camera,1 Year
Kechaoda K115  (Black),32 MB,32 MB,Black,K115,998,1499,33% off,4.1,"39,328 Ratings & 2,593 Reviews",850 mAh,NA,N/A,N/A,0.3MP + 0.5MP,6 Months
Kechaoda K115  (Silver),32 MB,32 MB,Silver,K115,998,1499,33% off,4.1,"39,328 Ratings & 2,593 Reviews",850 mAh,NA,N/A,N/A,0.3MP + 0MP,6 Months
Kechaoda A27  (Black),32 MB,32 MB,Black,A27,920,1510,39% off,4,"13,430 Ratings & 794 Reviews",800 mAh,NA,N/A,N/A,,0 Months
Kechaoda K115  (Red),32 MB,32 MB,Red,K115,994,1499,33% off,4.1,"39,328 Ratings & 2,593 Reviews",850 mAh,NA,N/A,N/A,0.3MP + 0MP,6 Months
"realme C61 (Safari Green, 128 GB)  (6 GB RAM)",6 GB,128 GB,Safari Green,RMX3933,8199,10999,25% off,4.4,"12,816 Ratings & 459 Reviews",5000 mAh,Unisoc,Android 14,Octa Core,32MP Rear Camera,1 Year
Kechaoda K115  (Orange),32 MB,32 MB,Orange,K115,994,1499,33% off,4.1,"39,328 Ratings & 2,593 Reviews",850 mAh,NA,N/A,N/A,0.3MP + 0MP,6 Months
"IQOO z9x (Tornado Green, 128 GB)  (6 GB RAM)",6 GB,128 GB,Tornado Green,I2219,11999,18999,36% off,4.4,"6,236 Ratings & 303 Reviews",6000 mAh,Snapdragon,Android Android 14,Octa Core,50MP + 2MP,1 Year
"CMF by Nothing Phone 1 (Blue, 128 GB)  (6 GB RAM)",6 GB,128 GB,Blue,A015,15999,19999,20% off,4.4,"71,435 Ratings & 5,099 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,50MP + 2MP,1 Year
"realme P3 5G (Nebula Pink, 128 GB)  (6 GB RAM)",6 GB,128 GB,Nebula Pink,RMX5070,16999,19999,15% off,4.4,"2,746 Ratings & 276 Reviews",6000 mAh,Snapdragon,Android,Octa Core,50MP + 2MP,1 Year
"itel it5027 6.1cm Screen,1200mAh Battery Wireless FM Radio with Recording,KingVoice  (Blue)",4 MB,4 MB,Blue,IT5027,1029,1499,31% off,4,"1,369 Ratings & 68 Reviews",1200 mAh,NA,2.0,N/A,0.3MP + 0MP,6 Months
itel it5330 | 2.8 inch Big Display | 1900 mAh Battery | Kingvoice  (Blue),32 MB,32 MB,Blue,it5361,1494,1799,16% off,4.1,"9,606 Ratings & 596 Reviews",1900 mAh,Unisoc,N/A,Single Core,0.8MP + 0MP,13 Months
"vivo V50 5G (Titanium Grey, 256 GB)  (8 GB RAM)",8 GB,256 GB,Titanium Grey,V2427,36999,42999,13% off,4.5,"2,520 Ratings & 271 Reviews",6000 mAh,Snapdragon,Android 15,Octa Core,50MP + 50MP,1 Year
"SAMSUNG Galaxy A05 (Light Green, 128 GB)  (6 GB RAM)",6 GB,128 GB,Light Green,SM-A055FLGHINS,8606,14999,42% off,4.2,989 Ratings & 49 Reviews,5000 mAh,Mediatek,Android 13,Octa Core,50MP + 2MP,1 Year
"Apple iPhone 15 (Black, 256 GB)",N/A,256 GB,Black,MTP63HN/A,74400,79900,6% off,4.6,"1,14,214 Ratings & 3,866 Reviews",N/A,Apple,iOS 17,Hexa Core,48MP + 12MP,1 Year
"Infinix SMART 9 HD (Metallic Black, 64 GB)  (3 GB RAM)",3 GB,64 GB,Metallic Black,X6532C,6699,8999,25% off,4.2,"1,008 Ratings & 74 Reviews",5000 mAh,Mediatek,Android 14 Go,Octa Core,13MP Rear Camera,1 Year
"REDMI A3X (Midnight Black, 128 GB)  (4 GB RAM)",4 GB,128 GB,Midnight Black,24048RN6Cl,6999,10999,36% off,4.2,"1,527 Ratings & 78 Reviews",5000 mAh,Unisoc,Android 14,Octa Core,8MP Rear Camera,1 Year
"REDMI A3X (Midnight Black, 64 GB)  (3 GB RAM)",3 GB,64 GB,Midnight Black,24048RN6Cl,6199,9999,38% off,4.1,"2,346 Ratings & 99 Reviews",5000 mAh,Unisoc,Android 14,Octa Core,8MP Rear Camera,1 Year
"realme P1 5G (Feather Blue, 128 GB)  (8 GB RAM)",8 GB,128 GB,Feather Blue,RMX3870,14999,21999,31% off,4.4,"48,315 Ratings & 2,691 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,50MP + 2MP,1 Year
"Google Pixel 8a (Obsidian, 128 GB)  (8 GB RAM)",8 GB,128 GB,Obsidian,GA04432-IN,37999,52999,28% off,4.3,"4,010 Ratings & 355 Reviews",4404 mAh,Google,Android 14,N/A,64MP + 13MP,1 Year
"Apple iPhone 15 (Black, 128 GB)",N/A,128 GB,Black,MTP03HN/A,64400,69900,7% off,4.6,"1,14,214 Ratings & 3,866 Reviews",N/A,Apple,iOS 17,Hexa Core,48MP + 12MP,1 Year
"vivo V50 5G (Rose Red, 128 GB)  (8 GB RAM)",8 GB,128 GB,Rose Red,V2427,34999,39999,12% off,4.5,"2,520 Ratings & 271 Reviews",6000 mAh,Snapdragon,Android 15,Octa Core,50MP + 50MP,1 Year
"CMF by Nothing Phone 1 (Orange, 128 GB)  (8 GB RAM)",8 GB,128 GB,Orange,A015,17999,21999,18% off,4.4,"23,966 Ratings & 1,601 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,50MP + 2MP,1 Year
"Infinix SMART 9 HD (Neo Titanium, 64 GB)  (3 GB RAM)",3 GB,64 GB,Neo Titanium,X6532C,6699,8999,25% off,4.2,"1,008 Ratings & 74 Reviews",5000 mAh,Mediatek,Android 14 Go,Octa Core,13MP Rear Camera,1 Year
"REDMI A4 5G only on Jio SIM (Starry Black, 128 GB)  (4 GB RAM)",4 GB,128 GB,Starry Black,A4 5G,9777,11999,18% off,4.3,"3,800 Ratings & 207 Reviews",5160 mAh,Snapdragon,Android Oxygen 14,Octa Core,50MP Rear Camera,1 Year
"CMF by Nothing Phone 1 (Black, 128 GB)  (8 GB RAM)",8 GB,128 GB,Black,A015,17999,21999,18% off,4.4,"23,966 Ratings & 1,601 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,50MP + 2MP,1 Year
"realme P1 5G (Feather Blue, 128 GB)  (6 GB RAM)",6 GB,128 GB,Feather Blue,RMX3870,13999,20999,33% off,4.4,"97,553 Ratings & 5,725 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,50MP + 2MP,1 Year
"Apple iPhone 14 (Starlight, 512 GB)",N/A,512 GB,Starlight,MPX33HN/A,84999,89900,5% off,4.6,"2,54,470 Ratings & 9,876 Reviews",N/A,Apple,iOS 16,Hexa Core,12MP + 12MP,1 Year
"realme P2 Pro 5G (Parrot Green, 512 GB)  (12 GB RAM)",12 GB,512 GB,Parrot Green,RMX3987,22999,30999,25% off,4.4,"11,031 Ratings & 898 Reviews",5200 mAh,Snapdragon,Android 14,Octa Core,50MP + 8MP,1 Year
Kechaoda K115  (Pink),32 MB,32 MB,Pink,K115,994,1499,33% off,4.1,"39,328 Ratings & 2,593 Reviews",850 mAh,NA,No,N/A,0.3MP + 0MP,6 Months
Kechaoda A27  (Silver),32 MB,32 MB,Silver,A27,894,1499,40% off,4,"13,430 Ratings & 794 Reviews",800 mAh,NA,Symbian 9.3,N/A,0MP,6 Months
Kechaoda A27  (Grey),32 MB,32 MB,Grey,A27,898,1499,40% off,4,"13,430 Ratings & 794 Reviews",800 mAh,NA,N/A,N/A,,0 Year
"SAMSUNG Galaxy M35 5G (DayBreak Blue, 128 GB)  (8 GB RAM)",8 GB,128 GB,DayBreak Blue,SM-M356B,16490,25999,36% off,4.4,"1,088 Ratings & 86 Reviews",6000 mAh,Exynos,Android Q Android 14,N/A,50MP Rear Camera,0 Year
"SAMSUNG S24 FE 5G (Blue, 128 GB)  (8 GB RAM)",8 GB,128 GB,Blue,SM-S721B,41999,59999,30% off,4.5,354 Ratings & 34 Reviews,4700 mAh,Exynos,Android 14,Deca Core,50MP + 12MP,1 Year
itel it5330 | 2.8 inch Big Display | 1900 mAh Battery | Kingvoice  (Light Green),32 MB,32 MB,Light Green,it5361,1255,1799,30% off,4.1,"9,606 Ratings & 596 Reviews",1900 mAh,Unisoc,N/A,Single Core,0.8MP + 0MP,13 Months
"vivo V50 5G (Titanium Grey, 128 GB)  (8 GB RAM)",8 GB,128 GB,Titanium Grey,V2427,34999,39999,12% off,4.5,"2,520 Ratings & 271 Reviews",6000 mAh,Snapdragon,Android 15,Octa Core,50MP + 50MP,1 Year
"vivo V50 5G (Titanium Grey, 128 GB)  (8 GB RAM)",8 GB,128 GB,Titanium Grey,V2427,34999,39999,12% off,4.5,"2,520 Ratings & 271 Reviews",6000 mAh,Snapdragon,Android 15,Octa Core,50MP + 50MP,1 Year
"Nothing Phone (2a) 5G (Blue, 256 GB)  (12 GB RAM)",12 GB,256 GB,Blue,A142,25999,29999,13% off,4.4,"13,999 Ratings & 1,128 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,50MP (OIS) + 50MP,1 Year
"CMF by Nothing Phone 1 (Light Green, 128 GB)  (8 GB RAM)",8 GB,128 GB,Light Green,A015,17999,21999,18% off,4.4,"23,966 Ratings & 1,601 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,50MP + 2MP,1 Year
"Motorola g64 5G (Mint Green, 256 GB)  (12 GB RAM)",12 GB,256 GB,Mint Green,PB2E0005IN,14999,19999,25% off,4.2,"74,426 Ratings & 4,807 Reviews",6000 mAh,Mediatek,Android 14,Octa Core,50MP (OIS) + 8MP,1 Year
"realme P3 5G (Space Silver, 128 GB)  (8 GB RAM)",8 GB,128 GB,Space Silver,RMX5070,17999,20999,14% off,4.4,"1,578 Ratings & 149 Reviews",6000 mAh,Snapdragon,Android,Octa Core,50MP + 2MP,1 Year
"realme P1 5G (Phoenix Red, 128 GB)  (8 GB RAM)",8 GB,128 GB,Phoenix Red,RMX3870,14999,21999,31% off,4.4,"48,315 Ratings & 2,691 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,50MP + 2MP,1 Year
"realme P3 5G (Nebula Pink, 128 GB)  (8 GB RAM)",8 GB,128 GB,Nebula Pink,RMX5070,17999,20999,14% off,4.4,"1,578 Ratings & 149 Reviews",6000 mAh,Snapdragon,Android,Octa Core,50MP + 2MP,1 Year
"realme P1 5G (Peacock Green, 128 GB)  (6 GB RAM)",6 GB,128 GB,Peacock Green,RMX3870,13999,20999,33% off,4.4,"97,553 Ratings & 5,725 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,50MP + 2MP,1 Year
"realme GT 6 (Razor Green, 256 GB)  (12 GB RAM)",12 GB,256 GB,Razor Green,RMX3851,35999,46999,23% off,4.5,970 Ratings & 97 Reviews,5500 mAh,Snapdragon,Android 15,Octa Core,50MP + 8MP + 50MP,1 Year
Kechaoda A26  (Gold),32 MB,32 MB,Gold,A26,893,1499,40% off,4,"26,405 Ratings & 1,521 Reviews",800 mAh,NA,YES,N/A,0MP,6 Months
"SAMSUNG Galaxy M35 5G (Thunder Grey, 128 GB)  (8 GB RAM)",8 GB,128 GB,Thunder Grey,SM-M356B,17183,25999,33% off,4.4,"1,088 Ratings & 86 Reviews",6000 mAh,Exynos,Android Q Android 14,N/A,50MP Rear Camera,6 Months
"SAMSUNG Galxy S24 FE 5G (Mint, 128 GB)  (8 GB RAM)",8 GB,128 GB,Mint,SM-S721B,41999,59999,30% off,4.5,129 Ratings & 11 Reviews,4700 mAh,Exynos,Android 14,Deca Core,50MP + 12MP,1 Year
"Nothing Phone (2a) 5G (Blue, 256 GB)  (8 GB RAM)",8 GB,256 GB,Blue,A142,23999,27999,14% off,4.4,"81,084 Ratings & 6,766 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,50MP (OIS) + 50MP,1 Year
"vivo V50 5G (Rose Red, 512 GB)  (12 GB RAM)",12 GB,512 GB,Rose Red,V2427,40999,48999,16% off,4.5,700 Ratings & 79 Reviews,6000 mAh,Snapdragon,Android 15,Octa Core,50MP + 50MP,1 Year
"SAMSUNG Galaxy F05 (Twilight Blue, 64 GB)  (4 GB RAM)",4 GB,64 GB,Twilight Blue,SM-E055FDBDINS,6499,9999,35% off,4.2,"42,783 Ratings & 2,524 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,50MP + 2MP,1 Year
"REDMI A4 5G only on Jio SIM (Starry Black, 64 GB)  (4 GB RAM)",4 GB,64 GB,Starry Black,A4 5G,8972,10999,18% off,4.3,"3,800 Ratings & 207 Reviews",5160 mAh,Snapdragon,Android Oxygen 14,Octa Core,50MP Rear Camera,1 Year
"Nothing Phone (2a) 5G (Black, 256 GB)  (8 GB RAM)",8 GB,256 GB,Black,A142,23999,27999,14% off,4.4,"81,084 Ratings & 6,766 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,50MP (OIS) + 50MP,1 Year
"Apple iPhone 14 (Starlight, 256 GB)",N/A,256 GB,Starlight,MPW43HN/A,64999,69900,7% off,4.6,"2,54,470 Ratings & 9,876 Reviews",N/A,Apple,iOS 16,Hexa Core,12MP + 12MP,1 Year
"SAMSUNG A05 (Silver, 64 GB)  (4 GB RAM)",4 GB,64 GB,Silver,SM-A055FZSDINS,7895,12499,36% off,4.1,687 Ratings & 26 Reviews,5000 mAh,Mediatek,Android 13,Octa Core,50MP + 2MP,1 Year
"realme P2 Pro 5G (Parrot Green, 512 GB)  (12 GB RAM)",12 GB,512 GB,Parrot Green,RMX3987,22999,30999,25% off,4.4,"11,031 Ratings & 898 Reviews",5200 mAh,Snapdragon,Android 14,Octa Core,50MP + 8MP,1 Year
"Infinix Note 40X 5G (Starlit Black, 256 GB)  (12 GB RAM)",12 GB,256 GB,Starlit Black,X6838,13999,21999,36% off,4.3,"28,220 Ratings & 1,938 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,108MP + 2MP + AI Lens,1 Year
"Infinix Note 40X 5G (Palm Blue, 256 GB)  (8 GB RAM)",8 GB,256 GB,Palm Blue,X6838,12999,19999,35% off,4.2,"3,804 Ratings & 241 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,108MP + 2MP + AI Lens,1 Year
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",8 GB,256 GB,Lime Green,X6838,12999,19999,35% off,4.2,"3,804 Ratings & 241 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,108MP + 2MP + AI Lens,1 Year
"IQOO Z9X (Storm Grey, 128 GB)  (8 GB RAM)",8 GB,128 GB,Storm Grey,I2219,18000,19999,9% off,4.3,"1,638 Ratings & 57 Reviews",6000 mAh,Snapdragon,Android Q Funtouch OS 14 based on Android 14,Octa Core,50MP Rear Camera,1 Year
"realme P2 Pro 5G (Parrot Green, 256 GB)  (12 GB RAM)",12 GB,256 GB,Parrot Green,RMX3987,19999,27999,28% off,4.4,"11,031 Ratings & 898 Reviews",5200 mAh,Snapdragon,Android 14,Octa Core,50MP + 8MP,1 Year
"Apple iPhone 15 Plus (Black, 128 GB)",N/A,128 GB,Black,MU0Y3HN/A,74900,79900,6% off,4.6,"24,591 Ratings & 1,385 Reviews",N/A,Apple,iOS 17,Hexa Core,48MP + 12MP,1 Year
"Apple iPhone 14 (Starlight, 256 GB)",N/A,256 GB,Starlight,MPW43HN/A,64999,69900,7% off,4.6,"2,54,470 Ratings & 9,876 Reviews",N/A,Apple,iOS 16,Hexa Core,12MP + 12MP,1 Year
"realme P2 Pro 5G (Parrot Green, 512 GB)  (12 GB RAM)",12 GB,512 GB,Parrot Green,RMX3987,22999,30999,25% off,4.4,"11,031 Ratings & 898 Reviews",5200 mAh,Snapdragon,Android 14,Octa Core,50MP + 8MP,1 Year
"SAMSUNG A05 (Silver, 64 GB)  (4 GB RAM)",4 GB,64 GB,Silver,SM-A055FZSDINS,7895,12499,36% off,4.1,687 Ratings & 26 Reviews,5000 mAh,Mediatek,Android 13,Octa Core,50MP + 2MP,1 Year
"Infinix Note 40X 5G (Starlit Black, 256 GB)  (12 GB RAM)",12 GB,256 GB,Starlit Black,X6838,13999,21999,36% off,4.3,"28,220 Ratings & 1,938 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,108MP + 2MP + AI Lens,1 Year
"Infinix Note 40X 5G (Palm Blue, 256 GB)  (8 GB RAM)",8 GB,256 GB,Palm Blue,X6838,12999,19999,35% off,4.2,"3,804 Ratings & 241 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,108MP + 2MP + AI Lens,1 Year
"Infinix Note 40X 5G (Lime Green, 256 GB)  (8 GB RAM)",8 GB,256 GB,Lime Green,X6838,12999,19999,35% off,4.2,"3,804 Ratings & 241 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,108MP + 2MP + AI Lens,1 Year
"Motorola Edge 50 Fusion (Hot Pink, 256 GB)  (12 GB RAM)",12 GB,256 GB,Hot Pink,PB300004IN|PB300013IN,24999,27999,10% off,4.4,"1,34,257 Ratings & 9,439 Reviews",5000 mAh,Snapdragon,Android 14,Octa Core,50MP + 13MP,1 Year
"Nothing Phone (2a) 5G (White, 256 GB)  (8 GB RAM)",8 GB,256 GB,White,A142,23999,27999,14% off,4.4,"81,084 Ratings & 6,766 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,50MP (OIS) + 50MP,1 Year
"Motorola G85 5G (Urban Grey, 256 GB)  (12 GB RAM)",12 GB,256 GB,Urban Grey,PB2B0003IN|PB2B0016IN,18999,22999,17% off,4.4,"63,134 Ratings & 3,534 Reviews",5000 mAh,Snapdragon,Android 14,Octa Core,50MP + 8MP,1 Year
"Motorola Edge 50 Neo (PANTONE Poinciana, 256 GB)  (8 GB RAM)",8 GB,256 GB,PANTONE Poinciana,PB330001IN,20999,29999,30% off,4.4,"23,286 Ratings & 2,340 Reviews",4310 mAh,Mediatek,Android 14,Octa Core,50MP + 13MP + 10MP,1 Year
"REDMI 13 5G (Black Diamond, 128 GB)  (6 GB RAM)",6 GB,128 GB,Black Diamond,13 5G/2406ERN9CI,12499,17999,30% off,4.3,"29,366 Ratings & 1,546 Reviews",5030 mAh,Snapdragon,Android 14,Octa Core,108MP + 2MP,1 Year
"Motorola Edge 50 Fusion (Forest Green, 256 GB)  (12 GB RAM)",12 GB,256 GB,Forest Green,PB300007IN|PB300015IN,24999,27999,10% off,4.4,"1,34,257 Ratings & 9,439 Reviews",5000 mAh,Snapdragon,Android 14,Octa Core,50MP + 13MP,1 Year
"Apple iPhone 16 Pro Max (Natural Titanium, 256 GB)",N/A,256 GB,Natural Titanium,MYWY3HN/A,135900,144900,6% off,4.6,326 Ratings & 17 Reviews,N/A,Apple,iOS 18,Hexa Core,48MP + 48MP + 12MP,1 Year
"SAMSUNG Galaxy S24 FE 5G (Graphite, 256 GB)  (8 GB RAM)",8 GB,256 GB,Graphite,SM-S721B,47999,65999,27% off,4.5,732 Ratings & 61 Reviews,4700 mAh,Exynos,Android 14,Deca Core,50MP + 12MP,1 Year
"realme 14x 5G (Golden Glow, 128 GB)  (8 GB RAM)",8 GB,128 GB,Golden Glow,RMX3940,15999,17999,11% off,4.4,"2,948 Ratings & 149 Reviews",6000 mAh,Mediatek,Android 14,Octa Core,50MP Rear Camera,1 Year
"CMF by Nothing Phone 1 (Blue, 128 GB)  (8 GB RAM)",8 GB,128 GB,Blue,A015,17999,21999,18% off,4.4,"23,966 Ratings & 1,601 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,50MP + 2MP,1 Year
"IQOO Z9x (Tornado Green, 128 GB)  (4 GB RAM)",4 GB,128 GB,Tornado Green,I2219,11557,17999,35% off,4.2,"1,785 Ratings & 90 Reviews",6000 mAh,Snapdragon,Android Funtouch OS 14 based on Android 14,Octa Core,50MP Rear Camera,1 Year
"realme P3 5G (Comet Grey, 128 GB)  (8 GB RAM)",8 GB,128 GB,Comet Grey,RMX5070,17999,20999,14% off,4.4,"1,578 Ratings & 149 Reviews",6000 mAh,Snapdragon,Android,Octa Core,50MP + 2MP,1 Year
"Apple 16 Pro Max (Natural Titanium, 512 GB)",N/A,512 GB,Natural Titanium,MYX33HN/A,155900,164900,5% off,4.6,358 Ratings & 30 Reviews,N/A,Apple,iOS 18,Hexa Core,48MP + 48MP + 12MP,1 Year
"POCO C75 5G (Aqua Bliss, 64 GB)  (4 GB RAM)",4 GB,64 GB,Aqua Bliss,MZB0IDSIN,7999,10999,27% off,4.3,"31,496 Ratings & 1,716 Reviews",5160 mAh,Snapdragon,Android 14,Octa Core,50MP Rear Camera,1 Year
"Apple iPhone 16 Pro (Natural Titanium, 1 TB)",N/A,1 TB,Natural Titanium,MYNX3HN/A,162900,169900,4% off,4.7,"1,272 Ratings & 75 Reviews",N/A,Apple,iOS 18,Hexa Core,48MP + 48MP + 12MP,1 Year
"Infinix Hot 50 5G (Dreamy Purple, 128 GB)  (8 GB RAM)",8 GB,128 GB,Dreamy Purple,X6720,10499,14999,30% off,4.4,"14,065 Ratings & 1,039 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,48MP + Depth Sensor,1 Year
"vivo V50 5G (Titanium Grey, 512 GB)  (12 GB RAM)",12 GB,512 GB,Titanium Grey,V2427,40999,48999,16% off,4.5,700 Ratings & 79 Reviews,6000 mAh,Snapdragon,Android 15,Octa Core,50MP + 50MP,1 Year
"MOTOROLA Edge 50 (Koala Grey, 256 GB)  (8 GB RAM)",8 GB,256 GB,Koala Grey,PB2W0000IN,21999,32999,33% off,4.3,"28,621 Ratings & 2,123 Reviews",5000 mAh,Snapdragon,Android 14,Octa Core,50MP + 13MP + 10MP,1 Year
"SAMSUNG Galaxy S24 FE 5G (Mint, 128 GB)  (8 GB RAM)",8 GB,128 GB,Mint,S721B-SM,41489,59999,30% off,4.5,732 Ratings & 61 Reviews,4700 mAh,Exynos,Android 14,Deca Core,50MP + 12MP,1 Year
"realme P3 5G (Comet Grey, 128 GB)  (6 GB RAM)",6 GB,128 GB,Comet Grey,RMX5070,16999,19999,15% off,4.4,"2,746 Ratings & 276 Reviews",6000 mAh,Snapdragon,Android,Octa Core,50MP + 2MP,1 Year
"realme P3 5G (Space Silver, 128 GB)  (6 GB RAM)",6 GB,128 GB,Space Silver,RMX5070,16999,19999,15% off,4.4,"2,746 Ratings & 276 Reviews",6000 mAh,Snapdragon,Android,Octa Core,50MP + 2MP,1 Year
"Infinix Note 40 Pro 5G (Vintage Green, 256 GB)  (8 GB RAM)",8 GB,256 GB,Vintage Green,X6851,18999,27999,32% off,4.2,"37,411 Ratings & 2,504 Reviews",5000 mAh,Mediatek,Android 14,Octa Core,108MP (OIS) + 2MP + 2MP,1 Year
"SAMSUNG Galaxy S24 5G (Onyx Black, 256 GB)  (8 GB RAM)",8 GB,256 GB,Onyx Black,SM-S921BZKCINS/1 and SM-S921B/DS,56999,79999,28% off,4.5,"1,253 Ratings & 123 Reviews",4000 mAh,Exynos,Android 14,Deca Core,50MP + 10MP + 12MP,1 Year
"IQOO Z9x (Storm Grey, 128 GB)  (4 GB RAM)",4 GB,128 GB,Storm Grey,I2219,11436,17999,36% off,4.2,"1,785 Ratings & 90 Reviews",6000 mAh,Snapdragon,Android Funtouch OS 14 based on Android 14,Octa Core,50MP Rear Camera,1 Year
"MOTOROLA g05 (Plum Red, 64 GB)  (4 GB RAM)",4 GB,64 GB,Plum Red,PB790001IN,7299,9999,27% off,4.3,"17,845 Ratings & 1,450 Reviews",5200 mAh,Mediatek,Android 15,Octa Core,50MP Rear Camera,1 Year
